device_id,seq,timestamp_us,voutp_raw,voutn_raw,iout_raw,iref_raw,v_diff,i_diff,v_volts,i_amps
534F4C31,18188,154234349,276,160,2997,3020,116,-23,116.00000,-0.05931
534F4C31,18188,154240004,318,202,3004,3024,116,-20,116.00000,-0.05158
534F4C31,18189,154244159,322,217,3009,3018,105,-9,105.00000,-0.02321
534F4C31,18190,154249178,305,268,3006,3013,37,-7,37.00000,-0.01805
534F4C31,18191,154255160,280,224,3004,3001,56,3,56.00000,0.00774
534F4C31,18192,154261209,330,247,3005,3020,83,-15,83.00000,-0.03868
534F4C31,18192,154266119,345,233,3007,3022,112,-15,112.00000,-0.03868
534F4C31,18192,154269147,284,173,3003,3015,111,-12,111.00000,-0.03095
534F4C31,18193,154274147,306,262,3011,3005,44,6,44.00000,0.01547
534F4C31,18194,154279491,271,189,2997,3011,82,-14,82.00000,-0.03610
534F4C31,18194,154285611,337,214,3011,3010,123,1,123.00000,0.00258
534F4C31,18194,154289128,298,181,3011,3033,117,-22,117.00000,-0.05673
534F4C31,18194,154294137,334,230,3006,3014,104,-8,104.00000,-0.02063
534F4C31,18194,154299151,356,253,3008,3015,103,-7,103.00000,-0.01805
534F4C31,18194,154304152,342,235,3007,3014,107,-7,107.00000,-0.01805
534F4C31,18195,154309177,335,234,3013,3018,101,-5,101.00000,-0.01289
534F4C31,18196,154314154,352,228,3005,3005,124,0,124.00000,0.00000
534F4C31,18197,154319190,347,216,3006,3018,131,-12,131.00000,-0.03095
534F4C31,18198,154324145,325,178,3012,3014,147,-2,147.00000,-0.00516
